Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded ,Total Turnover in Lac,No. of Trades 
530011,MANGCHEFER,B,79.65,79.65,76.15,77,44652,34.76,573
520008,RICOAUTO,B,72.5,74.85,72.5,73.6,46886,34.61,641
507815,GILLETTE,A,4851.1,4851.1,4800,4829.55,716,34.51,289
511658,NETTLINX,X,194,210,181.4,191.4,17573,34.43,337
539097,URSUGAR,B,13.32,14.5,13.32,13.87,243640,34.33,234
507880,VIPIND,A,679,679,657.1,661.75,5123,34.25,600
511628,IMCAP,XT,280,288,270,271.7,12285,34.07,57
542905,HINDWAREAP,B,398,410.65,388.3,392.8,8605,34.07,711
533212,GKB,X,145.85,145.85,134.95,134.95,25040,33.85,177
500009,AMBALALSA,X,23,23.65,22.7,23.35,145540,33.67,289
590018,HISARMET,B,151.75,156.1,143.4,146.1,22144,33.59,654
532054,KDDL,B,1166.85,1198.55,1163.75,1178.65,2839,33.49,781
532953,VGUARD,A,254.7,254.7,242.75,245.95,13567,33.4,696
500233,KAJARIACER,A,1061.35,1064,1043.2,1059.25,3158,33.34,659
530341,MUKESHB,X,84.95,84.95,78,78.5,40249,33.3,17
532927,ECLERX,A,1457.5,1461.65,1414.85,1428.75,2296,32.97,872
523610,ITI,A,98,98.6,97.05,97.75,33558,32.79,919
531162,EMAMILTD,A,391.7,392.95,385.05,386.4,8426,32.71,667
505160,TALBROAUTO,B,485,499,476.45,477.8,6721,32.66,678
539226,RUDRA,B,78.8,80.1,73.15,80.1,41644,32.65,500
507878,UNITECH,Z,1.58,1.58,1.51,1.51,2132550,32.58,625
524640,ARCHITORG,X,69.1,70.9,68.1,68.75,46922,32.58,218
532022,FILATFASH,XT,16.3,16.55,15.8,15.85,203000,32.49,481
532983,RPGLIFE,B,851.65,878.6,844.9,866.1,3743,32.33,1050
542650,METROPOLIS,A,1342.05,1361.55,1335.9,1359.4,2389,32.29,568
542725,SBC,T,16.69,16.7,16.11,16.47,196069,32.26,535
534597,RTNINDIA,A,41,41.4,39.85,40.1,79898,32.09,685
520073,RACLGEAR,X,836.5,893,836.5,888.55,3641,32.06,251
590134,MADRASFERT,B,59.15,59.9,57.65,58.8,54500,32.04,1007
526159,NIKHILAD,X,110,110,105.9,107.75,29699,32.01,860
539978,QUESS,A,378,380.05,370.4,373.4,8484,31.76,1159
540526,IRBINVIT,IF,65.45,66.45,64.93,66.16,47962,31.61,340
532924,KOLTEPATIL,A,267.5,277,265.5,276,11492,31.41,650
543252,FAIRCHEMOR,B,976.95,980.85,956,962.4,3262,31.41,851
532467,HAZOOR,X,99,101.2,95.3,96.65,32084,31.23,252
532143,SKMEGGPROD,B,185.3,187.75,178,181.8,17019,31.17,969
514450,MHLXMIRU,B,299.95,299.95,285.05,286.65,10581,31.14,1220
505533,WESTLIFE,A,674.05,684,661.25,666.35,4642,31.14,798
533286,MOIL,A,156,158.05,155.4,157.4,19876,31.13,535
513262,SSWL,A,154.35,156.95,151.5,155.9,19958,31.07,587
540879,APOLLO,B,331.55,335.95,326.35,328,9369,31.05,781
535322,REPCOHOME,B,218.95,218.95,214,214.75,14301,31.02,632
543279,SURYODAY,B,104,104.95,100.05,101.05,30467,31.01,650
509051,INDINFO,X,1.5,1.55,1.48,1.51,2041379,30.79,2025
543427,MEDPLUS,A,639,640.4,621,628.3,4891,30.77,512
532932,MANAKSIA,B,142,144.45,133,135.2,22085,30.71,1186
890179,ADCONPP,XT,1.63,1.68,1.58,1.59,1890806,30.68,210
504614,SARDAEN,A,1113.1,1130.35,1095.95,1100.5,2753,30.65,465
524129,VINYLINDIA,B,381,384.25,364.55,368.2,8154,30.61,1177
526729,GOLDIAM,B,156.75,156.75,152,152.65,19879,30.54,594
522134,ARTSONEN,X,81,81,76.1,76.95,39004,30.51,273
543737,AVEER,B,413.05,413.1,413,413.1,7373,30.46,55
517500,ROTO,B,585.75,592.2,576,580.25,5185,30.38,562
543620,INA,M,128.7,128.7,125.05,125.1,24000,30.36,8
539219,MUL,XT,6.67,6.67,6.05,6.59,456847,30.3,359
540975,ASTERDM,A,227.8,232.7,225.35,231.85,13209,30.28,810
509675,HIL,A,2410.15,2419.55,2338,2354.95,1276,30.25,518
531543,JINDWORLD,A,302.7,313.9,300,302.4,9994,30.13,418
506943,JBCHEPHARM,A,1959.15,1969,1941.7,1950.5,1537,30.07,560
543322,GLS,A,383.05,384.45,379.2,381.3,7840,29.95,588
541865,ASRL,B,47,48.45,44.7,45.1,65037,29.88,1067
540147,SHASHIJIT,T,36.05,36.05,33.1,34,87303,29.71,52
516072,VISHNU,B,278,290,274.8,288.35,10362,29.61,886
532859,HGS,A,1303.85,1309.95,1300,1302.25,2255,29.45,598
521137,EUREKAI,XT,6.07,6.58,6.07,6.07,481718,29.37,604
540809,MRCAGRO,B,60,62.7,58.75,60.6,48170,28.95,959
533162,HATHWAY,A,15.85,16.15,15.8,15.85,182563,28.94,632
532804,TIIL,B,1112.85,1118.4,1031,1039.85,2718,28.9,375
524164,IOLCP,A,312.2,315.1,311.4,313.05,9159,28.72,388
532372,VIRINCHI,X,37.4,37.4,36.2,36.35,78137,28.67,290
523405,JMFINANCIL,A,64,64.65,63.25,63.9,44883,28.66,907
500060,BIRLACABLE,B,141.7,141.7,135.25,137.4,20903,28.66,515
540710,CAPACITE,B,143.95,145.55,137.5,138.45,20490,28.62,1131
507514,SDBL,B,119.4,122.3,117.9,120.05,23988,28.61,906
539314,UNIAUTO,B,143.65,144,138,139.1,20247,28.52,137
543528,VENUSPIPES,B,711.25,728.5,708.45,722.85,3965,28.47,338
519600,CCL,A,550.95,550.95,541.65,543.8,5215,28.37,681
532070,SUMUKA,X,72,73.9,69.35,70.85,39632,28.21,107
504966,TINPLATE,A,324,326.05,320,324.85,8707,28.19,511
505368,REVATHI,B,1164.35,1299.25,1164.35,1262.8,2219,27.86,334
530343,GENUSPOWER,A,86.55,89.5,86.05,88.3,31542,27.8,488
543290,PGINVIT,IF,120.67,121.76,120,121.33,22922,27.74,350
540649,AVADHSUGAR,B,454.95,459.2,447,455.85,6129,27.7,653
519216,AJANTSOY,X,30.8,31,30,30.45,91343,27.65,954
539773,ADVIKCA,X,4.25,4.28,4.14,4.18,657062,27.64,496
508814,COSMOFIRST,A,725,725,710.45,714.25,3854,27.51,410
513375,CARBORUNIV,A,980.1,1003,977.65,1000.25,2772,27.48,482
524654,NATCAPSUQ,X,385.05,405,385.05,399.8,6859,27.39,150
534675,PROZONINTU,B,26.8,26.8,25.5,25.9,105841,27.38,604
514215,BINNY,X,280,280,270,274.85,9877,27.29,135
500012,ANDHRAPET,X,62.5,62.5,60.5,60.7,44820,27.27,641
500164,GODREJIND,A,429.1,429.1,413.1,413.8,6542,27.26,647
500123,ELANTAS,B,4450,4574.95,4449.45,4458.1,605,27.2,135
543333,CARTRADE,A,522,532.95,512.8,526.55,5214,27.12,641
532323,SHIVACEM,X,53.5,53.7,52.6,52.9,51025,27.08,294
533160,DBREALTY,A,70.85,70.85,66.05,66.05,40178,27.05,575
543622,STML,M,148.05,153.5,148.05,148.9,18000,26.97,11
532856,TIMETECHNO,A,86.4,87.5,83.4,84.05,31683,26.96,865
506197,BLISSGVS,B,78.5,81.4,78.5,79.2,33587,26.95,651
531889,INTECH,XT,39.05,39.05,35.65,39.05,69169,26.69,204
537800,MANGIND,X,2.35,2.44,2.31,2.41,1125766,26.54,839
542597,MSTC,A,284.65,289,283.1,283.8,9310,26.54,700
532661,RML,B,470,478.15,454.6,457.8,5710,26.39,599
543626,EMIL,B,74.45,74.45,72.15,72.45,35989,26.29,863
530557,NCLRESE,X,0.47,0.47,0.46,0.47,5628986,26.14,3341
511493,VCKCAP,XT,29.45,30,29.45,29.45,88618,26.11,88
514043,HIMATSEIDE,B,77.45,79.6,76.85,79.05,33132,25.99,849
543413,TEGA,A,640,645,636.85,639.4,4061,25.99,435
539195,POEL,X,141,142,134,135.15,18941,25.92,87
533506,INVENTURE,B,2.14,2.14,2.01,2.04,1255150,25.87,935
532626,PONDYOXIDE,X,322.6,326.4,318,318.5,8073,25.86,295
504028,GEE,X,78,78,72.55,73.35,35109,25.84,184
543260,STOVEKRAFT,A,452.55,460.15,449.1,451.65,5696,25.78,613
543482,EUREKAFORBE,A,497.9,497.9,476.05,476.5,5360,25.76,290
508989,NAVNETEDUL,B,99.4,106.7,99.4,103.1,24881,25.75,1169
532940,JKIL,B,258.4,259.3,252.85,255.45,10034,25.73,652
539986,COMSYN,B,99.85,100.9,93.4,98.4,26278,25.66,351
543386,FINOPB,B,225.1,230.45,223.15,227.35,11306,25.63,800
543534,AETHER,B,901,912.05,888.45,900.2,2822,25.42,668
540145,VALIANTORG,A,425,426.95,417.5,421.35,6047,25.4,655
500292,HEIDELBERG,A,169,172.25,168.55,170.7,14843,25.3,834
530951,RAMINFO,X,114.25,123.7,114.1,115.25,21409,25.23,151
500350,RSWM,B,155,156.05,151,154.35,16492,25.18,604
538666,SHARDACROP,A,477.1,479.2,470.3,472.95,5306,25.16,528
543616,TLL,M,150.75,150.75,140.2,146.75,16800,25.1,4
534064,AIML,X,26.75,26.75,25.25,26.25,95413,25.04,79
543596,TMB,B,460.95,460.95,445.85,452.35,5515,24.87,982
530589,PRIMAPLA,X,105.85,112.6,105.85,108.1,22613,24.82,196
511571,SODFC,XT,103.3,104,103.3,103.3,23803,24.6,103
534600,JTLIND,B,318.75,328,318.75,322.8,7491,24.41,403
505729,SINGER,X,69.5,70.85,68,68.6,35272,24.38,376
532666,FCSSOFT,B,2.52,2.54,2.44,2.49,983351,24.38,803
540393,SMLT,B,177.85,181.45,167.95,171.45,13972,24.35,706
514183,BLACKROSE,X,139.1,139.9,138,138.35,17550,24.32,816
501295,IITL,B,94,95.1,93.7,94.15,25530,24.25,30
500268,MANALIPETC,A,68,68.35,66.85,67.75,35960,24.25,1198
532503,RAJPALAYAM,X,605,612.15,590,600.15,4041,24.25,177
543218,SBGLP,B,210.2,219.05,210.2,218.2,11154,24.2,504
500680,PFIZER,A,3889.95,3889.95,3821,3831.75,630,24.15,345
533573,APLLTD,A,505.85,520.95,503.6,516,4745,24.11,928
500412,TIRUMALCHM,A,193,193,184.2,185.9,12905,24.08,668
590078,MAITHANALL,B,966.9,966.9,924.45,936.5,2548,23.89,384
505299,KPT,X,322.5,322.5,287.5,305.45,7687,23.82,238
515043,SAINTGOBAIN,X,89.5,90.7,88.95,89.5,26518,23.76,395
543547,DDEVPLASTIK,B,93.9,93.9,90.1,90.95,25791,23.74,458
524594,ASHOKALC,X,88.65,105,84.65,87.6,25176,23.69,551
531273,RADHEDE,X,8.94,9,8.6,8.85,266008,23.62,522
500840,EIHOTEL,A,164.3,164.45,161,161.9,14464,23.47,598
532834,CAMLINFINE,B,142,142.2,135.25,138,16782,23.42,720
532942,KNRCON,A,255.15,258,251.25,253.75,9140,23.35,530
533095,BENGALASM,A,4080,4080,3929.6,3991.2,581,23.3,67
539275,MSL,T,176.2,176.2,176.2,176.2,13221,23.3,183
526125,ARHNTTO,XT,44.15,44.15,41.95,44.15,52673,23.19,39
543334,NUVOCO,A,360.2,370,359.3,361.65,6369,23.12,843
515030,ASAHIINDIA,A,519.15,519.15,510.5,514.4,4474,23,467
539551,NH,A,735.95,736.7,726.4,728.95,3127,22.91,558
539201,SATIA,B,125.15,125.15,121.55,122.7,18576,22.85,790
500420,TORNTPHARM,A,1486.05,1495.9,1472.95,1482.45,1538,22.79,669
504176,HIGHENE,X,347,351.95,341.3,347.15,6557,22.77,225
509079,GUFICBIO,B,208.65,214,208.65,212.4,10739,22.72,677
537007,ICICINIFTY,B,194.62,195.89,194.25,194.5,11638,22.68,367
505590,SVPGLOB,B,29.6,29.6,26.3,26.8,81207,22.65,1083
502180,SHREDIGCEM,B,68.35,68.35,66.1,67.5,33746,22.64,642
543317,GRINFRA,A,1158.45,1179.1,1148.35,1153.8,1952,22.62,556
539799,BHARATWIRE,B,101,101.55,93.9,95.8,23336,22.57,1251
543187,POWERINDIA,A,3003.95,3038.35,2996.35,3020.65,748,22.55,387
539515,QUINT,X,99.5,99.5,96,99.3,22828,22.5,151
532144,WELCORP,A,195,196.9,193.25,194.7,11524,22.46,411
543532,ETHOSLTD,B,1019.8,1037.7,1005.05,1010.4,2194,22.44,286
532935,ARIES,B,169,170.65,162.3,162.9,13488,22.35,585
531357,MERMETL,XT,18,19.45,17.95,17.95,122675,22.34,414
506597,AMAL,X,279.2,284.75,268.1,278,8013,22.32,331
500165,KANSAINER,A,414.35,418.45,410.2,411.2,5383,22.27,480
538923,SOFCOM,X,99,99,89.5,92.3,24046,22.19,107
500052,BEPL,A,105,105.1,103.55,103.7,21253,22.15,690
543254,AWHCL,B,257.05,263.3,257.05,259.45,8501,22.12,1084
533229,BAJAJCON,A,166,168.85,165.05,168.3,13173,22.05,474
543542,KESAR,M,131.25,139.3,131.25,138,16000,21.98,12
500335,BIRLACORPN,A,890.15,898,876.1,877.55,2472,21.87,433
500241,KIRLOSBROS,B,369.4,381.25,368.05,371.8,5815,21.84,463
539516,HDFCNIFETF,B,193.6,195.3,192.6,193.96,11255,21.82,213
543331,MOL,A,99,99.4,98.1,98.5,22096,21.81,629
523606,SIKA,X,582.95,590,560,571.45,3792,21.78,217
502937,KESORAMIND,B,58.45,59.2,57.85,58.15,37216,21.74,742
539562,AARNAV,X,37.1,38.3,36.9,37,58335,21.64,620
543441,CMSINFO,A,303.65,303.65,287.85,289.05,7433,21.62,684
508954,FINKURVE,X,80,86,76.9,82.6,26139,21.6,179
543264,NURECA,B,403.9,403.9,372.1,373.4,5620,21.44,500
543743,SAH,B,83.8,84.4,80.5,81,26219,21.39,768
536264,TIGERLOGS,X,374,381.95,365.5,368.7,5728,21.24,215
532663,SASKEN,B,915.5,943,909.85,920.8,2274,21.22,481
526967,HEERAISP,Z,9.87,9.95,9.02,9.95,225808,21.21,139
512048,LUHARUKA,XT,3.98,3.99,3.61,3.99,540818,21.2,476
532888,ASIANTILES,B,41,41.25,40.05,40.3,52173,21.13,910
532784,SOBHA,A,597.3,597.3,585,590.25,3581,21.09,355
532654,MCLEODRUSS,T,20,20,18.2,19.7,110986,21.09,316
527001,ASHAPURMIN,B,106.85,108.45,104.15,104.3,19713,21.06,691
500068,DISAQ,X,8073.95,8097,8005.5,8053.1,261,21.04,72
539083,INOXWIND,B,96,97.1,94.1,96.35,21987,21.01,722
540956,BHATIA,B,17.55,18.4,17.05,17.05,121786,20.93,399
539997,KPL,B,334,344,315.5,326.45,6276,20.9,363
524200,VINATIORGA,A,1914.95,1914.95,1854.4,1866.4,1120,20.87,343
542665,NEOGEN,A,1289.25,1291,1266.35,1276.75,1632,20.8,517
500033,FORCEMOT,B,1281.95,1309.75,1280,1297.7,1601,20.76,478
532440,MPSLTD,B,1088.85,1096.95,1074.8,1078.2,1913,20.75,477
509162,INDAG,X,103.9,106.4,99.65,102.6,19892,20.7,212
532485,BLIL,B,363,363.65,360.9,362.05,5644,20.44,211
505355,NESCO,A,566.25,569.3,555,560.05,3637,20.36,382
506767,ALKYLAMINE,A,2545,2555,2517.1,2533.05,801,20.29,359
533329,INDTERRAIN,B,52,54.65,52,54.3,37516,20.21,414
532411,VISESHINFO,T,0.5,0.51,0.49,0.49,4099933,20.2,1231
532628,3IINFOTECH,B,36.5,36.5,35.75,35.85,56200,20.2,1029
531633,LINCOPH,B,349.95,357.55,340.05,347.85,5774,20.18,776
540642,SALASAR,B,46.65,46.65,44.7,44.95,44678,20.15,839
524370,BODALCHEM,B,63.1,66.6,63.1,65.7,30691,20.14,709
530135,OPTIEMUS,A,274.95,274.95,256.9,260.2,7691,20.11,577
531041,COMPEAU,X,218,218.65,209.05,211.35,9444,20.08,79
500031,BAJAJELEC,A,1122.4,1132.15,1118.75,1128.8,1784,20.07,422
532407,MOSCHIP,X,62.55,63.9,62.05,62.45,31925,20.05,328
531426,TNPL,B,221.65,229.1,221.65,225.55,8829,20.03,520
543525,SILVERTUC,B,328.05,339.7,323.1,323.1,5968,20.01,584
530125,SAMRATPH,X,525,548.9,500.05,532.1,3832,19.92,315
526829,CONFIPET,B,63.6,66.2,63.6,65.4,30305,19.83,381
526668,KAMATHOTEL,B,121.45,127.05,121.25,127.05,15647,19.68,403
521248,KITEX,A,152.05,155.8,151.55,152.55,12910,19.66,534
530845,SUNSHIEL,X,500,513.55,496.55,505.55,3882,19.62,823
539598,ORACLECR,X,110.05,117.5,107.95,108.4,18137,19.62,262
530001,GUJALKALI,A,668.5,668.5,648.25,659.05,2985,19.56,525
540401,MAXIMUS,B,15.35,15.35,14.5,14.85,132108,19.54,961
522122,VOITHPAPR,X,1105.85,1109,1050,1075,1812,19.48,74
507474,KFBL,X,46.6,48.9,40,43.15,45148,19.48,248
533156,VASCONEQ,B,31.75,32.45,31.3,31.55,61105,19.47,465
500201,INDIAGLYCO,A,654,654,637.7,643.2,3034,19.46,596
539199,SGFIN,XT,478.85,485.9,465,477,4090,19.36,64
540212,TCIEXP,A,1480.05,1550,1480.05,1538.7,1259,19.32,411
532847,HILTON,B,116.55,119,111.6,116.15,16647,19.32,848
540821,SADHNA,XT,6.12,6.28,5.9,6.19,312556,19.29,1214
533146,DLINKINDIA,B,260.95,261.65,252.6,255.4,7500,19.27,514
538896,KANCHI,X,426,449.95,426,449.15,4322,19.2,264
532123,BSELINFRA,X,6.19,6.19,5.83,6,317341,19.16,453
532548,CENTURYPLY,A,511.95,514.5,507.5,511.95,3743,19.13,540
538890,MKEXIM,X,90,90.95,87.3,87.85,21443,19.07,250
541403,DOLLAR,A,350.05,350.05,337.65,338.35,5515,18.94,617
506854,TANFACIND,X,1074,1074,1015,1016.05,1841,18.93,199
539872,BAJAJHCARE,B,339.85,344.9,333.1,334.55,5619,18.9,685
500148,UFLEX,A,486,489.45,479.9,487.95,3902,18.87,395
534976,VMART,A,2599.95,2599.95,2430,2458.75,767,18.8,380
532757,VOLTAMP,B,2906.05,2993.95,2840.05,2866.7,645,18.78,377
530871,CHEMBOND,B,276,278,267.65,270.35,6851,18.62,345
532638,SHOPERSTOP,A,634.75,650.45,634.75,640.75,2884,18.6,715
540936,GGL,T,18.15,19.15,17.7,17.8,104196,18.59,482
543527,PRUDENT,B,875.05,899.8,862,885.3,2106,18.59,605
524634,ALUFLUOR,X,329.8,329.8,318,320.95,5769,18.58,173
532349,TCI,A,654.95,654.95,637.2,650.6,2863,18.53,284
507552,FOODSIN,T,127.8,128.5,124.2,125.5,14594,18.43,123
890157,AIRTELPP,A,394.25,410,392.2,396.15,4532,18.43,117
532486,POKARNA,B,352,359,351.25,354,5203,18.42,587
543364,MARKOLINES,M,143.1,146.85,136,139.2,12950,18.34,14
500355,RALLIS,A,209.9,209.9,205.3,206,8816,18.31,481
512068,DECNGOLD,XT,41.5,41.5,39.75,40.55,45187,18.3,101
542802,GALACTICO,B,14,14.2,13.5,13.64,131892,18.24,857
506022,PRAKASH,B,58.5,59.5,58,58.15,31129,18.19,612
500405,SPLPETRO,A,387.5,387.5,368.2,370.6,4872,18.18,451
500126,PGHL,A,4612.9,4612.9,4563.9,4581.75,394,18.09,269
530555,PARACABLES,T,37.1,38.9,37,37.45,47684,18.08,249
523398,JCHAC,A,1173.45,1213.2,1164.9,1195.1,1518,18.03,578
543656,TECHNOPACK,M,100.5,102.95,99,99,18000,18.01,9
539056,IMAGICAA,B,35.8,35.8,34.4,35.15,51584,18,581
506285,BAYERCROP,A,4430.6,4560,4430.6,4471.3,399,18,287
532712,RCOM,T,1.75,1.78,1.74,1.77,1021490,17.97,877
537253,SUNLOC,X,62.5,62.5,56.05,57.3,30749,17.96,199
532668,AURIONPRO,B,354,374.8,354,361.1,4823,17.84,642
539289,AURUM,B,106.2,116.8,106.2,116.8,15566,17.83,372
534425,SPECIALITY,B,212.55,217.6,210.6,211.7,8328,17.79,608
541578,VARROC,A,267.7,268.75,257.15,258.1,6811,17.78,551
505242,DYNAMATECH,B,2656.05,2753.25,2656.05,2697.9,655,17.77,409
535648,JUSTDIAL,A,643,643,622.75,628.55,2832,17.76,436
508906,EVERESTIND,B,741.05,765.35,741.05,753.3,2362,17.75,130
521097,AMARJOTHI,X,175.7,183.6,168.25,181.3,9757,17.63,337
543464,SPITZE,M,169.85,181.95,169.85,177,10000,17.62,10
514197,STCORP,XT,56.5,60,56.35,56.35,31006,17.59,179
504132,PERMAGN,X,771,779.7,753.2,767.9,2291,17.58,176
543644,INFOBEAN,B,522,547,502.1,537.7,3287,17.48,366
500403,SUNDRMFAST,A,999.4,1004.5,986.45,988.2,1746,17.32,354
517170,EDVENSWA,X,65.55,68,62.3,62.55,27462,17.26,141
512381,STARTECK,B,131.75,140.25,129.8,139.45,13183,17.22,43
541700,TCNSBRANDS,A,500.15,500.15,465.05,466.75,3595,17.22,417
502090,SAGCEM,B,221.3,222.95,216.3,219.75,7768,17.15,431
532460,PONNIERODE,B,499.8,501.95,484.6,492.7,3473,17.15,440
531489,CGVAK,X,349,390,342.65,361.85,4739,17.12,171
539196,AEL,X,49.4,52,49.25,50.15,33891,17.05,190
539841,LANCER,B,172.05,178.15,172.05,174.95,9645,16.94,727
500097,DALMIASUG,A,346.8,348.1,341.2,346.1,4928,16.93,413
509077,PRESSMN,B,61,62.9,60.95,62.9,26956,16.92,166
542628,NSL,M,184.35,189.8,184.35,189.8,9000,16.86,5
502137,DECCANCE,B,475.25,475.75,464.75,469.3,3570,16.85,114
509243,TVSSRICHAK,B,2821.5,2912,2821.5,2891.55,586,16.84,152
531178,HEMANG,X,49.3,54.1,49.3,54.1,31821,16.84,195
523838,SIMPLEXINF,B,45,45.05,41.3,43.35,39357,16.84,458
500250,LGBBROSLTD,A,670.2,672.05,662.25,668.75,2518,16.8,525
543725,ELIN,B,153.05,155.95,151.3,151.65,10950,16.73,571
531768,POLYMED,A,886.95,930.45,886.95,923.55,1815,16.65,244
531784,KCLINFRA,XT,1.89,1.98,1.89,1.89,876819,16.64,405
532798,NETWORK18,A,62.05,62.55,60.25,60.5,27234,16.61,420
539636,PRECAM,B,100.85,105.95,100,102.3,16018,16.59,583
500042,BASF,A,2399.75,2399.75,2354.45,2358.6,698,16.55,295
530357,KBSINDIA,XT,95.95,95.95,91.75,91.75,17770,16.48,267
519126,HNDFDS,T,600,600,573.4,575.35,2831,16.44,495
532386,CALSOFT,B,18.8,18.8,16.65,16.8,96625,16.42,332
502015,ASIIL,X,13.35,13.65,12.15,12.66,122940,16.39,337
517506,TTKPRESTIG,A,770.05,773.15,750.1,755.65,2147,16.37,466
506525,KANORICHEM,B,123.7,140.05,123.7,134.1,12126,16.34,620
523323,KOVAI,B,1825.05,1893.6,1822.5,1879.65,869,16.33,296
543248,RBA,A,98.15,99.95,98.15,99.4,16444,16.33,396
500367,RUBFILA,X,72.3,72.5,69.35,70.75,22971,16.32,295
526622,MFLINDIA,X,0.8,0.81,0.74,0.77,2125857,16.27,2019
500249,KSB,A,1947.85,1959.4,1872.1,1886.95,846,16.22,324
539785,PDMJEPAPER,B,39.9,40.85,39.3,39.8,40692,16.22,403
543239,GMPL,M,115.15,116,114.95,114.95,14000,16.16,5
526407,RPIL,X,45.8,46.5,44.55,45.75,35434,16.16,121
530475,TINNARUBR,X,375,375,361.7,366.1,4375,15.96,257
513446,JSWISPL,B,31.55,31.95,31.4,31.75,50333,15.94,262
533137,DEN,B,32.05,32.05,30.9,31.15,50857,15.94,282
526739,SHAWGELTIN,X,312,312,291,295.15,5324,15.91,211
523319,BALMLAWRIE,B,119,119,116,116.3,13619,15.91,446
509546,GRAVISSHO,X,27.45,27.8,24.8,25.6,61460,15.87,94
532708,GVKPIL,B,2.9,2.96,2.84,2.86,549123,15.83,464
590005,TIDEWATER,B,988,989.4,967.45,970.7,1621,15.82,291
533262,RAMKY,B,274.6,277.15,266.95,268.7,5817,15.79,350
532710,SADBHAV,T,10.8,11.41,10.54,11.35,146506,15.77,386
543415,ANANDRATHI,A,783.55,793.1,772.55,783.6,2020,15.71,228
513517,STEELCAS,B,532.15,532.65,500.95,514.5,3055,15.67,320
523650,YASHINNO,XT,62,63.15,59,60.6,25412,15.66,142
524648,INDOAMIN,B,90,92.6,89,89.6,17338,15.64,473
511333,VLSFINANCE,B,160.25,169.4,160.25,163.9,9390,15.64,433
506405,DMCC,B,260.5,267.95,249.95,252.1,6157,15.56,407
538895,MIHIKA,XT,23.45,25.85,23.45,24.6,65078,15.55,73
531531,HATSUN,A,889.8,898.9,888.55,892.4,1736,15.52,169
533344,PFS,B,15.55,16,15.55,15.65,97985,15.4,326
517546,ALFATRAN,XT,21.6,21.6,19.6,19.75,73841,15.38,189
532656,FACORALL,X,8.14,8.14,7.9,7.95,192838,15.37,821
505358,INTEGRAEN,X,98.1,100.4,95.8,96.75,15830,15.32,131
505523,MAHACORP,XT,1.28,1.29,1.18,1.21,1264778,15.28,734
543745,SVS,M,10.9,10.93,10,10.37,144000,15.26,24
500413,THOMASCOOK,A,66.45,66.55,64.5,65.1,23268,15.18,413
526586,WIMPLAST,X,433,446.8,433,442.95,3430,15.17,57
533121,EXPLEOSOL,B,1344,1367.7,1318,1358.75,1116,15.14,126
513269,MANINDS,B,86.1,89,86.1,86.6,17280,15.11,216
543709,GARGI,M,126,126,125,126,12000,15.08,3
533602,LESHAIND,X,4.35,4.35,3.78,4.18,364795,15.07,1081
524520,KMCSHIL,X,60.7,60.7,59,59.75,25177,15.02,433
523558,SWISSMLTRY,X,15.3,15.8,15.3,15.4,96202,14.94,318
543261,BIRET,IF,277,279,273.42,273.75,5392,14.86,211
533090,EXCEL,T,0.42,0.43,0.41,0.41,3540548,14.82,491
590075,LAMBODHARA,B,155.05,157,148.05,152.1,9756,14.76,657
500650,EXCELINDUS,B,949.6,955,929,933.4,1574,14.75,246
537254,RCIIND,XT,5,5.44,4.94,5.26,294940,14.71,47
543460,QRIL,M,95,95,88.1,88.8,16000,14.56,8
532699,ROHLTD,B,231.15,247.6,231.15,246,5970,14.56,367
500284,LORDSCHLO,X,184.8,184.8,170.05,174.85,8100,14.53,233
538778,AKASHDEEP,X,100,100,94.05,98.3,14890,14.53,322
538567,GULFOILLUB,B,432.15,439.9,426.55,438.9,3329,14.53,454
522195,FRONTSP,X,428.7,428.7,401.8,406.1,3541,14.48,149
532604,SALSTEEL,B,18,18.3,17.3,17.6,80450,14.45,546
522004,BATLIBOI,XT,73.95,73.95,69,72.75,20507,14.45,136
543533,EMUDHRA,B,252.15,259.05,252.15,256.2,5643,14.44,546
542850,GOBLIN,M,72,73.25,71.7,73.25,20000,14.42,8
502865,FORBESCO,B,665,673.9,626.05,644.85,2203,14.42,146
518091,APCL,B,176.8,180,170.5,171.6,8204,14.28,389
512161,SECURKLOUD,B,45,45.85,42.9,42.9,32589,14.18,459
543686,SIRCA,B,646,649,637.2,639.75,2211,14.17,370
543266,HERANBA,B,328.95,330,326.35,327.6,4303,14.12,578
516108,STHINPA,X,123.2,123.2,119,121.05,11594,14.06,66
526445,INDRANIB,X,76.95,76.95,72,72.8,18732,14.01,107
511463,ALEXANDER,XT,20.25,20.3,19.2,20.05,69673,14,64
530163,KERALAYUR,X,90.1,93,89.25,89.5,15399,13.99,96
523850,AXTEL,X,215,217.8,210,213,6569,13.98,85
543595,EPBIO,M,230.15,231,230.15,230.15,6000,13.82,6
522183,ITL,X,188,194.4,176.6,179.65,7464,13.8,102
543233,CHEMCON,B,270.1,273,268.5,270.35,5107,13.79,298
543754,TRANSVOY,M,80.5,80.5,75.7,79,17600,13.75,11
539313,UTINIFTETF,B,1900,1920.54,1885,1907,720,13.73,52
504741,INDIANHUME,B,141.1,145,139.85,143,9623,13.73,193
526899,HFIL,X,23.3,23.6,22.4,22.45,60590,13.7,305
